200	3
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	-8.28129211181e-31	336.14092498	1387.29878507	-2.61833624501e-15	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	0.0	336.14092498	1387.29878507	0.0	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	0.16086511898	331.248112284	1385.20186534	0.586882238968	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	0.620061913159	317.281356042	1379.21611267	2.26216426657	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	1.3424925384	295.308179025	1369.7990368	4.89779904884	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	2.29305915055	266.396104003	1357.40814751	8.36573955183	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	3.43666390548	231.612653746	1342.50095454	12.5379387416	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	4.73820895905	192.025351023	1325.53496766	17.2863495841	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	6.16259646711	148.701718605	1306.96769662	22.4829250455	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	7.67472858552	102.709279262	1287.25665119	27.9996180918	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	9.23950747014	55.1155557638	1266.85934112	33.7083816891	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	10.8218352768	6.98807088065	1246.23327617	39.4811688033	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	12.3866141615	-40.6056526175	1225.8359661	45.1899324005	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	13.8987462799	-86.5980919605	1206.12492067	50.7066254468	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	15.3231337879	-129.921724378	1187.55764963	55.9032009082	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	16.6246788415	-169.509027101	1170.59166275	60.6516117508	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	17.7682835964	-204.292477359	1155.68446978	64.8238109405	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	18.7188502086	-233.204552381	1143.29358049	68.2917514435	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	19.4412808338	-255.177729398	1133.87650462	70.9273862258	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	19.900477628	-269.144485639	1127.89075195	72.6026682534	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	20.061342747	-274.037298335	1125.79383222	73.1895504923	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	19.9761380501	-271.062679497	1127.68974313	72.6589262513	
373.794524538	64.3050619482	0.0	343.671644892	665.966043982	19.7279031888	-262.443912092	1133.1159709	71.1402430786	
