140	3
238.01512786	234.528503962	0.0	238.01512786	234.528503962	0.0	238.01512786	234.528503962	0.0	
238.01512786	234.528503962	0.0	238.01512786	234.528503962	0.0	238.01512786	234.528503962	0.0	
238.290424581	234.379798355	-0.280653156437	238.290424581	234.379798355	0.280653156437	238.290424581	234.379798355	-0.140951366315	
239.111678169	233.94402627	-1.08179034845	239.111678169	233.94402627	1.08179034845	239.111678169	233.94402627	-0.550539454311	
240.471933759	233.236704816	-2.34217816008	240.471933759	233.236704816	2.34217816008	240.471933759	233.236704816	-1.20886524757	
242.364236486	232.273351099	-4.00058317539	242.364236486	232.273351099	4.00058317539	242.364236486	232.273351099	-2.09602972967	
244.781631485	231.069482225	-5.99577197842	244.781631485	231.069482225	5.99577197842	244.781631485	231.069482225	-3.19213388418	
247.717163893	229.640615301	-8.26651115323	247.717163893	229.640615301	8.26651115323	247.717163893	229.640615301	-4.4772786947	
251.163878844	228.002267435	-10.7515672839	251.163878844	228.002267435	10.7515672839	251.163878844	228.002267435	-5.93156514479	
255.114821475	226.169955734	-13.3897069544	255.114821475	226.169955734	13.3897069544	255.114821475	226.169955734	-7.53509421804	
259.56303692	224.159197303	-16.1196967488	259.56303692	224.159197303	16.1196967488	259.56303692	224.159197303	-9.26796689803	
264.501570315	221.98550925	-18.8803032512	264.501570315	221.98550925	18.8803032512	264.501570315	221.98550925	-11.1102841683	
269.923466796	219.664408683	-21.6102930456	269.923466796	219.664408683	21.6102930456	269.923466796	219.664408683	-13.0421470125	
275.821771498	217.211412707	-24.2484327161	275.821771498	217.211412707	24.2484327161	275.821771498	217.211412707	-15.0436564142	
282.189529556	214.642038429	-26.7334888468	282.189529556	214.642038429	26.7334888468	282.189529556	214.642038429	-17.0949133569	
289.019786106	211.971802957	-29.0042280216	289.019786106	211.971802957	29.0042280216	289.019786106	211.971802957	-19.1760188243	
296.305586283	209.216223397	-30.9994168246	296.305586283	209.216223397	30.9994168246	296.305586283	209.216223397	-21.2670737998	
